ID	Gene Symbol	Gene Name	GB_ACC	SPOT_ID
WAN008EZY_at	NA	WAN008EZY 10599A-C10		WAN008EZY_at
WAN008F01_at	NA	WAN008F01 10599A-D01		WAN008F01_at
WAN008F02_at	TFPI	Tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)		WAN008F02_at
WAN008F03_at	NA	WAN008F03 10599A-D03		WAN008F03_at
WAN008F04_at	NA	WAN008F04 10599A-D04		WAN008F04_at
WAN008F05_at	NA	WAN008F05 10599A-D05		WAN008F05_at
WAN008F06_at	NA	WAN008F06 10599A-D06		WAN008F06_at
WAN008F08_at	9430015G10Rik	RIKEN cDNA 9430015G10 gene		WAN008F08_at
WAN008F0A_f_at	NA	WAN008F0A 10599A-D10		WAN008F0A_f_at
WAN008F0D_at	NA	WAN008F0D 10599A-E01		WAN008F0D_at
WAN008F0F_at	RUVBL1	RuvB-like 1 (E. coli)		WAN008F0F_at
WAN008F0K_at	PABPN1	"Poly(A) binding protein, nuclear 1"		WAN008F0K_at
WAN008F0L_at	NA	WAN008F0L 10599A-E09		WAN008F0L_at
WAN008F0M_at	NA	WAN008F0M 10599A-E10		WAN008F0M_at
WAN008F0O_at	AI314976	Expressed sequence AI314976		WAN008F0O_at
WAN008F0P_at	NA	WAN008F0P 10599A-F01		WAN008F0P_at
WAN008F0R_at	NA	WAN008F0R 10599A-F03		WAN008F0R_at
WAN008F0T_at	NA	WAN008F0T 10599A-F05		WAN008F0T_at
WAN008F0V_at	NA	WAN008F0V 10599A-F07		WAN008F0V_at
WAN008F0Y_at	Manea	"Mannosidase, endo-alpha"		WAN008F0Y_at
WAN008F10_at	GSK3A	Glycogen synthase kinase 3 alpha		WAN008F10_at
WAN008F11_at	Tmem19	Transmembrane protein 19		WAN008F11_at
WAN008F12_at	NA	WAN008F12 10599A-G02		WAN008F12_at
WAN008F18_at	NA	WAN008F18 10599A-G08		WAN008F18_at
WAN008F19_at	NA	WAN008F19 10599A-G09		WAN008F19_at
WAN008F1A_at	CYC1	Cytochrome c-1		WAN008F1A_at
WAN008F1C_f_at	GSK3A	Glycogen synthase kinase 3 alpha		WAN008F1C_f_at
WAN008F1C_x_at	GSK3A	Glycogen synthase kinase 3 alpha		WAN008F1C_x_at
WAN008F1F_at	POLE	"Polymerase (DNA directed), epsilon"		WAN008F1F_at
WAN008F1G_at	AP3D1	"Adaptor-related protein complex 3, delta 1 subunit"		WAN008F1G_at
WAN008F1H_x_at	NA	WAN008F1H 10599A-H05		WAN008F1H_x_at
WAN008F1I_at	SHOC2	Soc-2 suppressor of clear homolog (C. elegans)		WAN008F1I_at
WAN008F1J_at	NA	WAN008F1J 10599A-H07		WAN008F1J_at
WAN008F1L_at	Mxi1	Max interacting protein 1		WAN008F1L_at
WAN008F1M_at	RGD1564778_predicted	Similar to RIKEN cDNA 4121402D02 (predicted)		WAN008F1M_at
WAN008F1N_at	Arl5b	ADP-ribosylation factor-like 5B		WAN008F1N_at
WAN008F1O_at	NA	WAN008F1O 10599A-H12		WAN008F1O_at
WAN008F1P_x_at	NA	WAN008F1P 11165A-A01		WAN008F1P_x_at
WAN008F1R_at	NA	WAN008F1R 11165A-A05		WAN008F1R_at
WAN008F1S_at	ERGIC3	ERGIC and golgi 3		WAN008F1S_at
WAN008F1U_x_at	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1		WAN008F1U_x_at
WAN008F1W_x_at	Rela	V-rel reticuloendotheliosis viral oncogene homolog A (avian)		WAN008F1W_x_at
WAN008F20_x_at	BCCIP	BRCA2 and CDKN1A interacting protein		WAN008F20_x_at
WAN008F22_x_at	SRP68	Signal recognition particle 68kDa		WAN008F22_x_at
WAN008F23_x_at	NA	WAN008F23 11165A-B11		WAN008F23_x_at
WAN008F26_x_at	NA	WAN008F26 11165A-C02		WAN008F26_x_at
WAN008F2B_x_at	PMM2	Phosphomannomutase 2		WAN008F2B_x_at
WAN008F2D_at	SFPQ	Splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)		WAN008F2D_at
WAN008F2E_x_at	NA	WAN008F2E 11165A-C12		WAN008F2E_x_at
WAN008F2H_f_at	NA	WAN008F2H 11165A-D12		WAN008F2H_f_at
WAN008F2I_x_at	NA	WAN008F2I 11165A-E01		WAN008F2I_x_at
WAN008F2K_at	NA	WAN008F2K 11165A-E03		WAN008F2K_at
WAN008F2N_x_at	NA	WAN008F2N 11165A-E07		WAN008F2N_x_at
WAN008F2S_at	NA	WAN008F2S 11165A-F02		WAN008F2S_at
WAN008F2T_x_at	NA	WAN008F2T 11165A-F03		WAN008F2T_x_at
WAN008F2V_x_at	NA	NA		WAN008F2V_x_at
WAN008F2Z_at	NA	WAN008F2Z 11165A-F11		WAN008F2Z_at
WAN008F30_f_at	Mm.389704	"PREDICTED: Mus musculus similar to 40S ribosomal protein S2 (LOC623466), mRNA"		WAN008F30_f_at
WAN008F32_at	NA	WAN008F32 11165A-G04		WAN008F32_at
WAN008F33_at	CEBPZ	CCAAT/enhancer binding protein zeta		WAN008F33_at
WAN008F34_x_at	NA	WAN008F34 11165A-G07		WAN008F34_x_at
WAN008F37_x_at	NA	WAN008F37 11165A-G11		WAN008F37_x_at
WAN008F3A_at	NA	WAN008F3A 11165A-H03		WAN008F3A_at
WAN00OGTM_f_at	NKX6-1	"NK6 transcription factor related, locus 1 (Drosophila)"		WAN00OGTM_f_at
WAN00OGTM_x_at	NKX6-1	"NK6 transcription factor related, locus 1 (Drosophila)"		WAN00OGTM_x_at
WAN013HTZ_at	BCL2L1	BCL2-like 1		WAN013HTZ_at
WAN013HU0_at	NA	WAN013HU0 Hamster caspase 8 mRNA.		WAN013HU0_at
WAN013HU1_at	CASP9	"Caspase 9, apoptosis-related cysteine peptidase"		WAN013HU1_at
WAN013HU2_at	SHOC2	Soc-2 suppressor of clear homolog (C. elegans)		WAN013HU2_at
WAN013HU3_at	NA	Cluster includes WAN0088IW 10595A-F11		WAN013HU3_at
WAN013HU4_at	PSMD1	"Proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"		WAN013HU4_at
WAN013HU5_at	NA	Cluster includes WAN0088IQ 10595A-G10		WAN013HU5_at
WAN013HU6_at	NA	Cluster includes WAN0088IH 10595A-H08		WAN013HU6_at
WAN013HU7_f_at	NA	Cluster includes WAN0088M1 10595B-A11		WAN013HU7_f_at
WAN013HU7_x_at	NA	Cluster includes WAN0088M1 10595B-A11		WAN013HU7_x_at
WAN013HU8_at	METAP1	Methionyl aminopeptidase 1		WAN013HU8_at
WAN013HU9_at	NA	Cluster includes WAN0088L5 10595B-D12		WAN013HU9_at
WAN013HUA_at	9430080K19Rik	RIKEN cDNA 9430080K19 gene		WAN013HUA_at
WAN013HUB_at	NA	Cluster includes WAN0088NB 10595C-E03		WAN013HUB_at
WAN013HUC_at	SOD1	"Superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))"		WAN013HUC_at
WAN013HUD_at	NA	Cluster includes WAN0088N4 10595C-E12		WAN013HUD_at
WAN013HUE_at	CCDC22	Coiled-coil domain containing 22		WAN013HUE_at
WAN013HUF_at	NA	Cluster includes WAN0088Q2 10595D-B03		WAN013HUF_at
WAN013HUG_at	CDKN2C	"Cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)"		WAN013HUG_at
WAN013HUH_at	NA	Cluster includes WAN0088OZ 10595D-F05		WAN013HUH_at
WAN013HUI_at	HIP2	Huntingtin interacting protein 2		WAN013HUI_at
WAN013HUJ_at	Mm.391505	"PREDICTED: Mus musculus similar to Probable ATP-dependent helicase DDX48 (DEAD-box protein 48) (Eukaryotic initiation factor 4A-like NUK-34) (Nuclear matrix protein 265) (hNMP 265) (Eukaryotic translation initiation factor 4A isoform 3) (LOC434050),  ..."		WAN013HUJ_at
WAN013HUK_at	NA	Cluster includes WAN0088SK 10596A-G11		WAN013HUK_at
WAN013HUL_at	DDX3X	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked"		WAN013HUL_at
WAN013HUM_at	EHD4	EH-domain containing 4		WAN013HUM_at
WAN013HUN_x_at	NA	Cluster includes WAN0088SB 10596A-H09		WAN013HUN_x_at
WAN013HUO_at	SUCLG1	"Succinate-CoA ligase, GDP-forming, alpha subunit"		WAN013HUO_at
WAN013HUP_at	NA	Cluster includes WAN0088W3 10596B-A02		WAN013HUP_at
WAN013HUQ_x_at	THOC5	THO complex 5		WAN013HUQ_x_at
WAN013HUR_at	STRN3	"Striatin, calmodulin binding protein 3"		WAN013HUR_at
WAN013HUS_at	NA	Cluster includes WAN008C6E 10596B-C05		WAN013HUS_at
WAN013HUT_at	NA	Cluster includes WAN008C6D 10596B-C07		WAN013HUT_at
WAN013HUU_at	NA	Cluster includes WAN008C6C 10596B-C08		WAN013HUU_at
WAN013HUV_at	CSNK1A1	"Casein kinase 1, alpha 1"		WAN013HUV_at
WAN013HUW_at	Arl1	ADP-ribosylation factor-like 1		WAN013HUW_at
WAN013HUX_at	NA	NA		WAN013HUX_at
WAN013HUY_at	SETD5	SET domain containing 5		WAN013HUY_at
WAN013HUZ_at	NA	Cluster includes WAN0088WQ 10596C-F08		WAN013HUZ_at
WAN013HV0_at	TXNRD1	Thioredoxin reductase 1		WAN013HV0_at
WAN013HV1_at	RPS8	Ribosomal protein S8		WAN013HV1_at
WAN013HV2_at	INSIG1	Insulin induced gene 1		WAN013HV2_at
WAN013HV3_at	RPL18	Ribosomal protein L18		WAN013HV3_at
WAN013HV4_at	NA	Cluster includes WAN008F09 10599A-D09		WAN013HV4_at
WAN013HV5_at	SART1	Squamous cell carcinoma antigen recognised by T cells		WAN013HV5_at
WAN013HV6_x_at	NA	Cluster includes WAN008F0U 10599A-F06		WAN013HV6_x_at
WAN013HV7_x_at	Fliih	Flightless I homolog (Drosophila)		WAN013HV7_x_at
WAN013HV8_x_at	NA	Cluster includes WAN008F17 10599A-G07		WAN013HV8_x_at
WAN013HV9_x_at	ARIH1	"Ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)"		WAN013HV9_x_at
WAN013HVA_f_at	NA	Cluster includes WAN008F1K 10599A-H08		WAN013HVA_f_at
WAN013HVA_x_at	NA	Cluster includes WAN008F1K 10599A-H08		WAN013HVA_x_at
WAN013HVB_at	RNF10	Ring finger protein 10		WAN013HVB_at
WAN013HVC_at	Mm.396243	"CDNA, clone:Y1G0144F14, strand:minus, reference:ENSEMBL:Mouse-Transcript- ENST:ENSMUST00000066762, based on BLAT search"		WAN013HVC_at
WAN013HVD_at	RHOA	"Ras homolog gene family, member A"		WAN013HVD_at
WAN013HVE_at	NARS	Asparaginyl-tRNA synthetase		WAN013HVE_at
WAN013HVF_at	RGD1308637	Similar to RIKEN cDNA 2310015N07		WAN013HVF_at
WAN013HVG_x_at	NA	NA		WAN013HVG_x_at
WAN013HVH_at	GARS	Glycyl-tRNA synthetase		WAN013HVH_at
WAN013HVI_at	SNW1	SNW domain containing 1		WAN013HVI_at
WAN013HVJ_at	RGD1562860_predicted	Similar to RIKEN cDNA 2310045A20 (predicted)		WAN013HVJ_at
WAN013HVK_at	Arpp19	CAMP-regulated phosphoprotein 19		WAN013HVK_at
WAN013HVL_at	UGDH	UDP-glucose dehydrogenase		WAN013HVL_at
WAN013HVM_at	NA	Cluster includes WAN008CJJ 10600B-H12		WAN013HVM_at
WAN013HVN_at	ERBB2IP	Erbb2 interacting protein		WAN013HVN_at
WAN013HVO_at	YBX1	Y box binding protein 1		WAN013HVO_at
WAN013HVP_at	NA	Cluster includes WAN008CN2 10600C-B05		WAN013HVP_at
WAN013HVQ_f_at	H3F3B	"H3 histone, family 3B (H3.3B)"		WAN013HVQ_f_at
WAN013HVQ_x_at	H3f3b	"H3 histone, family 3B"		WAN013HVQ_x_at
WAN013HVR_at	PSMD4	"Proteasome (prosome, macropain) 26S subunit, non-ATPase, 4"		WAN013HVR_at
WAN013HVS_at	EEF1G	Eukaryotic translation elongation factor 1 gamma		WAN013HVS_at
WAN013HVT_at	NA	Cluster includes WAN008CM5 10600C-F05		WAN013HVT_at
WAN013HVU_at	NA	Cluster includes WAN008CM4 10600C-F06		WAN013HVU_at
WAN013HVV_at	GHITM	Growth hormone inducible transmembrane protein		WAN013HVV_at
WAN013HVW_at	Scd1	Stearoyl-Coenzyme A desaturase 1		WAN013HVW_at
WAN013HVX_at	NSFL1C	NSFL1 (p97) cofactor (p47)		WAN013HVX_at
WAN013HVY_at	RPL5	Ribosomal protein L5		WAN013HVY_at
WAN013HVZ_at	Ga17	Dendritic cell protein GA17		WAN013HVZ_at
WAN013HW0_x_at	NA	Cluster includes WAN008CO3 10600D-F02		WAN013HW0_x_at
WAN013HW1_at	Eef1d	Eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)		WAN013HW1_at
WAN013HW2_at	PSMC6	"Proteasome (prosome, macropain) 26S subunit, ATPase, 6"		WAN013HW2_at
WAN013HW3_at	PSMB4	"Proteasome (prosome, macropain) subunit, beta type, 4"		WAN013HW3_at
WAN013HW4_at	NA	Cluster includes WAN008CR7 10602A-B08		WAN013HW4_at
WAN013HW5_at	RPL10A	Ribosomal protein L10a		WAN013HW5_at
WAN013HW6_at	TKT	Transketolase (Wernicke-Korsakoff syndrome)		WAN013HW6_at
WAN013HW7_at	NA	Cluster includes WAN008CQO 10602A-D09		WAN013HW7_at
WAN013HW8_at	NA	Cluster includes WAN008CQW 10602A-C09		WAN013HW8_at
WAN013HW9_at	RAB7	"RAB7, member RAS oncogene family"		WAN013HW9_at
WAN013HWA_at	LAP3	Leucine aminopeptidase 3		WAN013HWA_at
WAN013HWB_at	Aplp2	Amyloid beta (A4) precursor-like protein 2		WAN013HWB_at
WAN013HWC_x_at	CFL1	Cofilin 1 (non-muscle)		WAN013HWC_x_at
WAN013HWD_at	D19Wsu12e	"DNA segment, Chr 19, Wayne State University 12, expressed"		WAN013HWD_at
WAN013HWE_at	EIF2S1	"Eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa"		WAN013HWE_at
WAN013HWF_at	PPP1CA	"Protein phosphatase 1, catalytic subunit, alpha isoform"		WAN013HWF_at
WAN013HWG_at	NA	Cluster includes WAN008CSP 10602B-D10		WAN013HWG_at
WAN013HWH_x_at	NA	Cluster includes WAN008CSO 10602B-D11		WAN013HWH_x_at
WAN013HWI_at	ADD3	Adducin 3 (gamma)		WAN013HWI_at
WAN013HWJ_at	TOMM22	Translocase of outer mitochondrial membrane 22 homolog (yeast)		WAN013HWJ_at
WAN013HWK_at	4931428D14Rik	RIKEN cDNA 4931428D14 gene		WAN013HWK_at
WAN013HWL_at	EBP	Emopamil binding protein (sterol isomerase)		WAN013HWL_at
WAN013HWM_at	EPRS	Glutamyl-prolyl-tRNA synthetase		WAN013HWM_at
WAN013HWN_at	NA	Cluster includes WAN008CV8 10602C-B09		WAN013HWN_at
WAN013HWO_x_at	HSP90B1	"Heat shock protein 90kDa beta (Grp94), member 1"		WAN013HWO_x_at
WAN013HWP_x_at	NA	Cluster includes WAN008CUN 10602C-E01		WAN013HWP_x_at
WAN013HWQ_x_at	Snx25	Sorting nexin 25		WAN013HWQ_x_at
WAN013HWR_at	NA	Cluster includes WAN008CUK 10602C-E07		WAN013HWR_at
WAN013HWS_at	Tpi1	Triosephosphate isomerase 1		WAN013HWS_at
WAN013HWT_x_at	Rn.1864	Transcribed locus		WAN013HWT_x_at
WAN013HWU_at	AARS	Alanyl-tRNA synthetase		WAN013HWU_at
WAN013HWV_at	RTCD1	RNA terminal phosphate cyclase domain 1		WAN013HWV_at
WAN013HWW_at	RAN	"RAN, member RAS oncogene family"		WAN013HWW_at
WAN013HWX_at	RBM8A	RNA binding motif protein 8A		WAN013HWX_at
WAN013HWY_at	CCDC80	Coiled-coil domain containing 80		WAN013HWY_at
WAN013HWZ_at	PSMC2	"Proteasome (prosome, macropain) 26S subunit, ATPase, 2"		WAN013HWZ_at
WAN013HX0_at	NA	Cluster includes WAN008CXR 10603C-A08		WAN013HX0_at
WAN013HX1_at	SEC13L1	SEC13-like 1 (S. cerevisiae)		WAN013HX1_at
WAN013HX2_f_at	NA	Cluster includes WAN008CWY 10603C-D08		WAN013HX2_f_at
WAN013HX2_x_at	NA	Cluster includes WAN008CWY 10603C-D08		WAN013HX2_x_at
WAN013HX3_at	NA	Cluster includes WAN008CWP 10603C-E09		WAN013HX3_at
WAN013HX4_at	ESD	Esterase D/formylglutathione hydrolase		WAN013HX4_at
WAN013HX5_at	MGST1	Microsomal glutathione S-transferase 1		WAN013HX5_at
WAN013HX6_at	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1		WAN013HX6_at
WAN013HX7_at	NA	Cluster includes WAN008CVP 10603C-H11		WAN013HX7_at
WAN013HX8_f_at	EIF4A2	"Eukaryotic translation initiation factor 4A, isoform 2"		WAN013HX8_f_at
WAN013HX8_x_at	EIF4A2	"Eukaryotic translation initiation factor 4A, isoform 2"		WAN013HX8_x_at
WAN013HX9_at	Cnbp1	Cellular nucleic acid binding protein 1		WAN013HX9_at
WAN013HXA_at	Gnb2l1	"Guanine nucleotide binding protein (G protein), beta polypeptide 2 like 1"		WAN013HXA_at
WAN013HXB_at	FKBP3	"FK506 binding protein 3, 25kDa"		WAN013HXB_at
WAN013HXC_at	PSMC5	"Proteasome (prosome, macropain) 26S subunit, ATPase, 5"		WAN013HXC_at
WAN013HXD_at	NA	Cluster includes WAN008CYQ 10604A-E11		WAN013HXD_at
WAN013HXE_at	CCT7	"Chaperonin containing TCP1, subunit 7 (eta)"		WAN013HXE_at
WAN013HXF_at	RPS5	Ribosomal protein S5		WAN013HXF_at
WAN013HXG_at	NA	Cluster includes WAN008CY6 10604A-H03		WAN013HXG_at
WAN013HXH_at	RGD1310738_predicted	Similar to RIKEN cDNA 0610009J22 (predicted)		WAN013HXH_at
WAN013HXI_at	ACAT2	Acetyl-Coenzyme A acetyltransferase 2 (acetoacetyl Coenzyme A thiolase)		WAN013HXI_at
WAN013HXJ_at	NA	Cluster includes WAN008D0Z 10604B-D01		WAN013HXJ_at
WAN013HXK_at	AURKAIP1	Aurora kinase A interacting protein 1		WAN013HXK_at
WAN013HXL_at	NA	Cluster includes WAN008D35 10604C-B04		WAN013HXL_at
WAN013HXM_at	VPS33B	Vacuolar protein sorting 33B (yeast)		WAN013HXM_at
WAN013HXN_at	CAT	Catalase		WAN013HXN_at
WAN013HXO_at	NA	Cluster includes WAN008D49 10604D-E04		WAN013HXO_at
WAN013HXP_at	PPP1R12A	"Protein phosphatase 1, regulatory (inhibitor) subunit 12A"		WAN013HXP_at
WAN013HXQ_at	ADH5	"Alcohol dehydrogenase 5 (class III), chi polypeptide"		WAN013HXQ_at
WAN013HXR_x_at	NA	Cluster includes WAN008F2P 11165A-E10		WAN013HXR_x_at
WAN013HXS_at	NA	Cluster includes WAN008DBF 11165B-A04		WAN013HXS_at
WAN013HXT_at	THOC2	THO complex 2		WAN013HXT_at
WAN013HXU_at	PSMA1	"Proteasome (prosome, macropain) subunit, alpha type, 1"		WAN013HXU_at
WAN013HXV_at	LAPTM4A	Lysosomal-associated protein transmembrane 4 alpha		WAN013HXV_at
WAN013HXW_at	NA	Cluster includes WAN008DD6 11165C-B02		WAN013HXW_at
WAN013HXX_x_at	NA	Cluster includes WAN008DD5 11165C-B04		WAN013HXX_x_at
WAN013HXY_at	NA	Cluster includes WAN008DCY 11165C-C01		WAN013HXY_at
WAN013HXZ_x_at	NA	Cluster includes WAN008DCG 11165C-D11		WAN013HXZ_x_at
WAN013HY0_at	PRPF19	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae)		WAN013HY0_at
WAN013HY1_at	ACAT1	Acetyl-Coenzyme A acetyltransferase 1 (acetoacetyl Coenzyme A thiolase)		WAN013HY1_at
WAN013HY2_at	SEC11L1	SEC11-like 1 (S. cerevisiae)		WAN013HY2_at
WAN013HY3_x_at	NA	Cluster includes WAN008DEV 11165D-C05		WAN013HY3_x_at
WAN013HY4_at	Rpl23a	Ribosomal protein L23a		WAN013HY4_at
WAN013HY5_at	NA	Cluster includes WAN008DEF 11165D-E02		WAN013HY5_at
WAN013HY6_at	IARS	Isoleucine-tRNA synthetase		WAN013HY6_at
WAN013HY7_at	ORF19	Open reading frame 19		WAN013HY7_at
WAN013HY8_at	Wdr50	WD repeat domain 50		WAN013HY8_at
WAN013HY9_at	DOCK7	Dedicator of cytokinesis 7		WAN013HY9_at
WAN013HYA_at	NA	Cluster includes WAN008DGS 11188A-B03		WAN013HYA_at
WAN013HYB_at	CLIC1	Chloride intracellular channel 1		WAN013HYB_at
WAN013HYC_at	NA	Cluster includes WAN008DG7 11188A-E07		WAN013HYC_at
WAN013HYD_at	NDUFV1	"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa"		WAN013HYD_at
WAN013HYE_at	Psmd11_predicted	"Proteasome (prosome, macropain) 26S subunit, non-ATPase, 11 (predicted)"		WAN013HYE_at
WAN013HYF_at	SSRP1	Structure specific recognition protein 1		WAN013HYF_at
WAN013HYG_x_at	Grb2	Growth factor receptor bound protein 2		WAN013HYG_x_at
WAN013HYH_x_at	BRWD1	Bromodomain and WD repeat domain containing 1		WAN013HYH_x_at
WAN013HYI_at	NA	Cluster includes WAN008DFO 11188A-H05		WAN013HYI_at
WAN013HYJ_at	Mm.320353	"PREDICTED: Mus musculus similar to mortality factor 4 like 1 (predicted) (LOC433955), mRNA"		WAN013HYJ_at
WAN013HYK_at	EPS8	Epidermal growth factor receptor pathway substrate 8		WAN013HYK_at
WAN013HYL_at	NA	Cluster includes WAN008DHT 11188B-E05		WAN013HYL_at
WAN013HYM_at	RAB2	"RAB2, member RAS oncogene family"		WAN013HYM_at
WAN013HYN_at	NA	Cluster includes WAN008DGX 11188B-H10		WAN013HYN_at
WAN013HYO_at	Mm.392472	Transcribed locus		WAN013HYO_at
WAN013HYP_at	FEM1A	Fem-1 homolog a (C.elegans)		WAN013HYP_at
WAN013HYQ_at	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2		WAN013HYQ_at
WAN013HYR_at	SUCLG1	"Succinate-CoA ligase, GDP-forming, alpha subunit"		WAN013HYR_at
WAN013HYS_at	NA	Cluster includes WAN008DKW 11188C-B07		WAN013HYS_at
WAN013HYT_at	RCBTB1	Regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1		WAN013HYT_at
WAN013HYU_at	NA	Cluster includes WAN008DJV 11188C-F02		WAN013HYU_at
WAN013HYV_at	PSMB2	"Proteasome (prosome, macropain) subunit, beta type, 2"		WAN013HYV_at
WAN013HYW_at	AK2	Adenylate kinase 2		WAN013HYW_at
WAN013HYX_at	Aco2	"Aconitase 2, mitochondrial"		WAN013HYX_at
WAN013HYY_at	Plekhc1	"Pleckstrin homology domain containing, family C (with FERM domain) member 1"		WAN013HYY_at
WAN013HYZ_at	NA	Cluster includes WAN008DN5 11188D-B11		WAN013HYZ_at
WAN013HZ0_at	NDEL1	NudE nuclear distribution gene E homolog like 1 (A. nidulans)		WAN013HZ0_at
WAN013HZ1_at	NA	Cluster includes WAN008DMZ 11188D-C06		WAN013HZ1_at
WAN013HZ2_at	NA	Cluster includes WAN008DMX 11188D-C08		WAN013HZ2_at
WAN013HZ3_at	ARMCX3	"Armadillo repeat containing, X-linked 3"		WAN013HZ3_at
WAN013HZ4_at	NA	Cluster includes WAN008DM6 11188D-F04		WAN013HZ4_at
WAN013HZ5_at	EIF2S2	"Eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa"		WAN013HZ5_at
WAN013HZ6_at	BRD2	Bromodomain containing 2		WAN013HZ6_at
WAN013HZ7_at	NA	Cluster includes WAN008DPC 11228A-A01		WAN013HZ7_at
WAN013HZ8_at	NA	Cluster includes WAN008DOP 11228A-D04		WAN013HZ8_at
WAN013HZ9_at	CSPG6	Chondroitin sulfate proteoglycan 6 (bamacan)		WAN013HZ9_at
WAN013HZA_at	CSE1L	CSE1 chromosome segregation 1-like (yeast)		WAN013HZA_at
WAN013HZB_at	NA	Cluster includes WAN008DNU 11228A-H06		WAN013HZB_at
WAN013HZC_at	CRKRS	"Cdc2-related kinase, arginine/serine-rich"		WAN013HZC_at
WAN013HZD_at	ILF2	"Interleukin enhancer binding factor 2, 45kDa"		WAN013HZD_at
WAN013HZE_at	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)		WAN013HZE_at
WAN013HZF_at	ARPC2	"Actin related protein 2/3 complex, subunit 2, 34kDa"		WAN013HZF_at
WAN013HZG_at	Golga4	"Golgi autoantigen, golgin subfamily a, 4"		WAN013HZG_at
WAN013HZH_at	M6PRBP1	Mannose-6-phosphate receptor binding protein 1		WAN013HZH_at
WAN013HZI_at	NA	Cluster includes WAN008DTL 11228C-B07		WAN013HZI_at
WAN013HZJ_at	YY1	YY1 transcription factor		WAN013HZJ_at
WAN013HZK_at	NA	Cluster includes WAN008DS2 11228C-H04		WAN013HZK_at
WAN013HZL_at	SRPK1	SFRS protein kinase 1		WAN013HZL_at
WAN013HZM_f_at	NA	Cluster includes WAN008DV0 11228D-E02		WAN013HZM_f_at
WAN013HZN_at	NA	Cluster includes WAN008DUL 11228D-F07		WAN013HZN_at
WAN013HZO_at	Anxa2	Annexin A2		WAN013HZO_at
WAN013HZP_at	Eif4g2	"Eukaryotic translation initiation factor 4, gamma 2"		WAN013HZP_at
WAN013HZQ_at	NA	Cluster includes WAN008DXN 11229A-B12		WAN013HZQ_at
WAN013HZR_at	EIF3S4	"Eukaryotic translation initiation factor 3, subunit 4 delta, 44kDa"		WAN013HZR_at
WAN013HZS_at	PRPF39	PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae)		WAN013HZS_at
WAN013HZT_at	CIAPIN1	Cytokine induced apoptosis inhibitor 1		WAN013HZT_at
WAN013HZU_at	Sdhd	"Succinate dehydrogenase complex, subunit D, integral membrane protein"		WAN013HZU_at
WAN013HZV_at	CALM1	"Calmodulin 1 (phosphorylase kinase, delta)"		WAN013HZV_at
WAN013HZW_at	NA	Cluster includes WAN008DYX 11229B-F07		WAN013HZW_at
WAN013HZX_at	LTB4DH	Leukotriene B4 12-hydroxydehydrogenase		WAN013HZX_at
WAN013HZY_at	NA	Cluster includes WAN008DYF 11229B-H02		WAN013HZY_at
WAN013HZZ_x_at	CCT2	"Chaperonin containing TCP1, subunit 2 (beta)"		WAN013HZZ_x_at
WAN013I00_at	ATP5A1	"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle"		WAN013I00_at
WAN013I01_at	MCFD2	Multiple coagulation factor deficiency 2		WAN013I01_at
WAN013I02_at	MRPS18A	Mitochondrial ribosomal protein S18A		WAN013I02_at
WAN013I03_at	RPL8	Ribosomal protein L8		WAN013I03_at
WAN013I04_at	PCBP2	Poly(rC) binding protein 2		WAN013I04_at
WAN013I05_at	ABCB6	"ATP-binding cassette, sub-family B (MDR/TAP), member 6"		WAN013I05_at
WAN013I06_at	NA	Cluster includes WAN008E0Q 11229C-H06		WAN013I06_at
WAN013I07_at	WDR43	WD repeat domain 43		WAN013I07_at
WAN013I08_at	Eif5	Eukaryotic translation initiation factor 5		WAN013I08_at
WAN013I09_at	NEDD4	"Neural precursor cell expressed, developmentally down-regulated 4"		WAN013I09_at
WAN013I0A_x_at	PRPF38B	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B		WAN013I0A_x_at
WAN013I0B_at	NA	Cluster includes WAN008E5C 11230A-B11		WAN013I0B_at
WAN013I0C_at	Cacybp	Calcyclin binding protein		WAN013I0C_at
WAN013I0D_at	GABARAPL1	GABA(A) receptor-associated protein like 1		WAN013I0D_at
WAN013I0E_at	NA	Cluster includes WAN008E4K 11230A-E09		WAN013I0E_at
